Deal PermID,Dates: Issue Date,Issuer/Borrower Name Full,"Issue Type
('|')",Transaction Status,Issuer/Borrower Nation,Current Filing Date,Offer Price,"Stock Price 1 Day After Offer
(USD)","Stock Price 1 Week After Offer
(USD)","Stock Price 4 Weeks After Offer
(USD)","Proceeds Amount Incl Overallotment Sold All Markets
(USD, Millions)","Financials: Market Value Before Offer
(USD, Millions)","Financials: Market Value After Offer
(USD, Millions)","Issuer/Borrower Stock Exchange Name
('|')",Security Type,"Offering Technique
('|')",Fees: Gross Spread as Pct of Principal Amount This Market,Domicile Nation Sub Region,Domicile Nation Region,Issuer/Borrower TRBC Economic Sector,Issuer/Borrower TRBC Business Sector,"Book Or Co-Managers
('|')","Target Market
('|')"
154085270883,2019-02-07,Harpoon Therapeutics Inc,IPO,Live,United States,2019-02-07,14.00,14.20,14.80,13.16,80.77 ,160.24,241.01,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"Citigroup Global Markets Inc|Leerink Partners LLC|Canaccord Genuity|Wedbush Securities, Inc.",United States Of America (North America)
154085239184,2019-02-06,Monocle Acquisition Corp,IPO,Live,United States,2019-02-06,10.00,10.02,10.01,10.02,172.50 ,43.13,215.63,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Cowen & Co|Chardan Capital Markets LLC,United States Of America (North America)
154085276314,2019-02-06,Alector Inc,IPO,Live,United States,2019-02-06,19.00,16.30,18.80,17.70,175.75 ,1123.19,1298.94,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co|Merrill Lynch Pierce Fenner & Smith|Cowen & Co|Barclays,United States Of America (North America)
154085183328,2019-02-01,INmune Bio Inc,IPO,Live,United States,2019-02-01,8.00,7.80,7.68,7.58,8.17 ,69.76,77.92,Nasdaq,Common Stock,Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Not Applicable|Univest National Bank & Trust Co PA|WallachBeth Capital LLC|WestPark Capital Inc,United States Of America (North America)
154085255703,2019-01-31,Gores Metropoulos Inc,IPO,Live,United States,2019-01-31,10.00,10.13,10.12,10.16,400.00 ,107.81,507.81,Nasdaq,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Deutsche Bank Securities Inc|Credit Suisse Securities (USA) LLC|Goldman Sachs & Co,United States Of America (North America)
154085233768,2019-01-30,New Fortress Energy LLC,IPO,Live,United States,2019-01-30,14.00,13.95,14.06,15.42,322.00 ,NA,NA,Nasdaq,Class A Common Shares,Firm Commitment|Negotiated Sale,6.16,North America,Americas,Utilities,Utilities,Morgan Stanley & Co|Barclays|Citigroup Global Markets Inc|Credit Suisse Securities (USA) LLC|Evercore Group|Allen & Co Inc|JMP Securities LLC|Stifel Nicolaus & Co Inc,United States Of America (North America)
154085270022,2019-01-30,Pivotal Acquisition Corp,IPO,Live,United States,2019-01-30,10.00,10.13,NA,10.14,230.00 ,57.50,287.50,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald Inc|BTIG LLC,United States Of America (North America)
154085292125,2019-01-29,PIMCO Energy & Tactical Credit Opportunities Fund,IPO,Live,United States,2019-01-29,20.00,20.10,20.50,21.12,800.00 ,NA,NA,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,2.50,North America,Americas,Financials,Collective Investments,"UBS Securities Inc|Merrill Lynch Pierce Fenner & Smith|Morgan Stanley & Co|Wells Fargo & Co|RBC Capital Markets|Stifel Nicolaus & Co Inc|B Riley & Company|Bancroft Capital|BB&T Capital Markets|CIM Securities LLC|DA Davidson & Co Inc|InCapital LLC|Janney Montgomery Scott Inc|JonesTrading Institutional Services LLC|Ladenburg Thalmann & Co|Maxim Group LLC|Pershing LLC|Wedbush Securities, Inc.|Newbridge Securities",United States Of America (North America)
154085242881,2019-01-28,Andina Acquisition Corp III,IPO,Live,United States,2019-01-28,10.00,NA,NA,NA,108.00 ,28.75,136.75,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.50,North America,Americas,Financials,Investment Holding Companies,"Cowen & Co|Craig-Hallum, Inc.",United States Of America (North America)
154085212109,2018-12-18,Mercantil Bank Holding Corp,IPO,Live,United States,2018-12-18,13.00,13.00,13.00,13.20,84.88 ,321.59,339.88,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Financials,Banking & Investment Services,Raymond James & Associates Inc|Keefe Bruyette & Woods Inc|Stephens Inc|SunTrust Robinson Humphrey|Fig Partners LLC,United States Of America (North America)
154085233626,2018-12-13,Legacy Housing Corp,IPO,Live,United States,2018-11-30,12.00,12.15,11.56,12.50,55.20 ,240.00,295.20,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Consumer Cyclicals,Cyclical Consumer Products,B Riley & Company|Oak Ridge Financial|National Securities Corp (US),United States Of America (North America)
154085243758,2018-12-13,Chardan Healthcare Acquisition Corp,IPO,Live,United States,2018-12-13,10.00,0.00,0.00,0.00,70.00 ,20.13,90.13,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,0.71,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC|CIM Securities LLC,United States Of America (North America)
154085238396,2018-12-12,CF Finance Acquisition Corp,IPO,Live,United States,2018-12-12,10.00,10.00,10.00,10.07,507.58 ,71.88,256.00,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Not Applicable,United States Of America (North America)
154085240537,2018-12-10,Schultze Special Purpose Acquisition Corp,IPO,Live,United States,2018-12-10,10.00,0.00,0.00,0.00,130.00 ,37.38,167.38,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Earlybirdcapital Inc|BTIG LLC|I-Bankers Securities Inc|Ladenburg Thalmann & Co,United States Of America (North America)
154085191972,2018-12-06,Moderna Inc,IPO,Live,United States,2018-12-06,23.00,18.80,18.32,16.96,604.35 ,6961.46,7565.81,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co|Goldman Sachs & Co|JP Morgan Securities LLC|Merrill Lynch Pierce Fenner & Smith|Piper Jaffray Cos|Barclays|Oddo BHF SCA|Oppenheimer & Co Inc|Needham & Co LLC|Chardan Capital Markets LLC,United States Of America (North America)
154085235403,2018-12-06,Synthorx Inc,IPO,Live,United States,2018-12-06,11.00,14.50,14.90,15.78,150.70 ,201.49,352.19,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Jefferies LLC|Leerink Partners LLC|Evercore Group|HC Wainwright & Co Inc,United States Of America (North America)
154085182258,2018-11-28,Medalist Diversified REIT Inc,IPO,Live,United States,2018-11-28,10.00,9.20,9.40,7.97,3.50 ,19.96,23.46,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,8.00,North America,Americas,Real Estate,Real Estate,Maxim Group LLC,United States Of America (North America)
154085222326,2018-11-15,Fintech Acquisition Corp III,IPO,Live,United States,2018-11-15,10.00,10.04,10.02,10.03,300.00 ,88.58,388.58,Nasdaq,Units,Negotiated Sale|Firm Commitment,6.00,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald Inc|Northland Capital Markets,United States Of America (North America)
154085224268,2018-11-15,AMCI Acquisition Corp,IPO,Live,United States,2018-11-09,10.00,10.00,9.99,9.95,220.52 ,57.50,250.00,Nasdaq,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Jefferies LLC|UBS Investment Bank,United States Of America (North America)
154085212224,2018-11-14,Bain Capital Specialty Finance Inc,IPO,Live,United States,2018-11-14,20.25,18.50,18.55,17.84,151.88 ,890.64,1042.51,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,6.00,North America,Americas,Industrials,Industrial & Commercial Services,Merrill Lynch Pierce Fenner & Smith|Goldman Sachs & Co|Morgan Stanley & Co|Citigroup|Keefe Bruyette & Woods Inc|Wells Fargo Securities LLC|Credit Suisse|Janney Montgomery Scott Inc|JMP Securities LLC|Academy Securities Inc,United States Of America (North America)
154085225750,2018-11-14,Boxwood Merger Corp,IPO,Live,United States,2018-11-14,10.00,0.00,0.00,0.00,200.00 ,57.50,257.50,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Merrill Lynch Pierce Fenner & Smith|Morgan Stanley & Co|Macquarie Capital Group Ltd|I-Bankers Securities Inc,United States Of America (North America)
154085219944,2018-11-13,Vapotherm Inc,IPO,Live,United States,2018-11-13,14.00,17.59,16.15,18.35,64.40 ,178.26,242.66,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Healthcare Services & Equipment,Merrill Lynch Pierce Fenner & Smith|William Blair & Co|Canaccord Genuity|BTIG LLC,United States Of America (North America)
154085170753,2018-11-12,Eton Pharmaceuticals Inc,IPO,Live,United States,2018-11-12,6.00,6.00,6.01,6.15,21.60 ,79.91,101.51,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,8.17,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,National Securities Corp (US),United States Of America (North America)
154085150325,2018-11-09,Toughbuilt Industries Inc,IPO,Live,United States,2018-11-09,5.00,4.85,4.53,4.46,13.35 ,18.44,31.79,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Consumer Cyclicals,Cyclical Consumer Products,"Joseph Gunnar & Co., LLC|Maxim Group LLC",United States Of America (North America)
154085208426,2018-10-30,Twist Bioscience Corp,IPO,Live,United States,2018-10-30,14.00,14.10,16.03,23.38,70.00 ,302.54,372.54,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan & Co Inc|Cowen & Co|Allen & Co Inc|Robert W Baird & Co Inc,United States Of America (North America)
154085210396,2018-10-30,Axonics Modulation Technologies Inc,IPO,Live,United States,2018-10-30,15.00,14.50,15.63,14.09,138.00 ,279.58,417.58,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Healthcare Services & Equipment,Merrill Lynch Pierce Fenner & Smith|Morgan Stanley & Co|Wells Fargo Securities LLC|SunTrust Robinson Humphrey,United States Of America (North America)
154085206163,2018-10-24,Yeti Holdings Inc,IPO,Live,United States,2018-10-24,18.00,16.45,16.16,18.12,304.54 ,1460.65,1522.19,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,5.75,North America,Americas,Consumer Cyclicals,Cyclical Consumer Products,Merrill Lynch Pierce Fenner & Smith|Morgan Stanley & Co|Jefferies LLC|Robert W Baird & Co Inc|Piper Jaffray Cos|Citigroup Global Markets Inc|Goldman Sachs & Co|KeyBanc Capital Markets Inc|William Blair & Co|Raymond James & Associates Inc|Stifel Nicolaus & Co Inc|Academy Securities Inc,United States Of America (North America)
154085122828,2018-10-18,Solarwinds Corp,IPO,Live,United States,2018-10-18,15.00,15.44,14.21,15.11,375.00 ,4274.13,4649.13,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,4.75,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|JP Morgan Securities LLC|Morgan Stanley & Co|Credit Suisse Securities (USA) LLC|Merrill Lynch Pierce Fenner & Smith|Barclays|Citigroup Global Markets Inc|Evercore Group|Jefferies LLC|Macquarie Capital Group Ltd|Nomura Securities International Inc|RBC Capital Markets LLC|Robert W Baird & Co Inc|JMP Securities LLC|KeyBanc Capital Markets Inc|SunTrust Robinson Humphrey|Mischler Financial Group Inc|Samuel A. Ramirez & Co.,United States Of America (North America)
154085203197,2018-10-18,Logicbio Therapeutics Inc,IPO,Live,United States,2018-10-18,10.00,11.05,8.58,14.16,80.50 ,149.38,229.88,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Jefferies LLC|Barclays|William Blair & Co|Chardan Capital Markets LLC,United States Of America (North America)
154085194702,2018-10-17,Osmotica Pharmaceuticals PLC,IPO,Live,United States,2018-10-17,7.00,9.03,9.01,7.56,46.55 ,300.00,346.55,Nasdaq,Ordinary Shares,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Jefferies LLC|Barclays|RBC Capital Markets|Wells Fargo Securities LLC,United States Of America (North America)
154085200760,2018-10-17,PhaseBio Pharmaceuticals Inc,IPO,Live,United States,2018-10-17,5.00,5.00,5.00,3.24,46.00 ,73.02,119.02,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Citigroup Global Markets Inc|Cowen & Co|Stifel Nicolaus & Co Inc|Needham & Co LLC,United States Of America (North America)
154085199611,2018-10-16,SI-Bone Inc,IPO,Live,United States,2018-10-05,15.00,21.00,18.54,17.81,124.20 ,236.93,361.13,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Healthcare Services & Equipment,Morgan Stanley & Co|Merrill Lynch Pierce Fenner & Smith|Canaccord Genuity|JMP Securities LLC,United States Of America (North America)
154085197352,2018-10-15,Graf Industrial Corp,IPO,Live,United States,2018-10-09,10.00,10.00,9.99,10.02,225.00 ,64.69,289.69,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Earlybirdcapital Inc|Oppenheimer & Co Inc|I-Bankers Securities Inc|Ladenburg Thalmann & Co,United States Of America (North America)
154084942838,2018-10-11,Anaplan Inc,IPO,Live,United States,2018-10-10,17.00,24.30,24.48,24.22,303.03 ,1784.44,2087.47,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|Morgan Stanley & Co|Barclays|KeyBanc Capital Markets Inc|Canaccord Genuity Corp|Evercore Group|JMP Securities LLC|Needham & Co LLC|Piper Jaffray Cos|SunTrust Robinson Humphrey,United States Of America (North America)
154085195789,2018-10-11,Equillium Inc,IPO,Live,United States,2018-10-02,14.00,14.00,14.00,16.50,71.61 ,169.16,240.77,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Jefferies LLC|Leerink Partners LLC|Stifel Nicolaus & Co Inc,United States Of America (North America)
154085180097,2018-10-10,Livent Corp,IPO,Live,United States,2018-10-01,17.00,16.25,16.38,17.90,391.00 ,2091.00,2482.00,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Basic Materials,Chemicals,Merrill Lynch Pierce Fenner & Smith|Goldman Sachs & Co|Credit Suisse Securities (USA) LLC|Citigroup Global Markets Inc|Loop Capital Markets|Nomura Securities International Inc,United States Of America (North America)
154085194656,2018-10-10,Allogene Therapeutics Inc,IPO,Live,United States,2018-10-10,18.00,26.81,23.80,33.24,372.60 ,1750.08,2122.68,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|JP Morgan Securities LLC|Cowen & Co|Jefferies LLC,United States Of America (North America)
154085167496,2018-10-05,PINCHme.com Inc,IPO,Live,United States,2018-09-13,0.35,0.25,0.20,0.19,5.64 ,0.03,5.67,Australia,Depositary Receipts,Offer for Subscription,NA,North America,Americas,Technology,Software & IT Services,Sternship Advisers Pty Ltd,Europe|Asia|United States Of America (North America)|Rest Of The World|Australia (Australia Or New Zealand)
154085190931,2018-10-04,Arya Sciences Acquisition Corp,IPO,Live,United States,2018-10-04,10.00,0.00,0.00,0.00,143.75 ,35.94,179.69,Nasdaq,Units,Firm Commitment|Negotiated Sale,6.00,North America,Americas,Financials,Investment Holding Companies,Jefferies LLC|Chardan Capital Markets LLC,United States Of America (North America)
154085191837,2018-10-04,Collier Creek Holdings,IPO,Live,United States,2018-10-04,10.00,NA,NA,NA,440.00 ,123.75,508.75,New York Stock Exchange,Class A Common Shares,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|Credit Suisse Securities (USA) LLC|Merrill Lynch Pierce Fenner & Smith,United States Of America (North America)
154085192004,2018-10-04,Chaserg Technology Acquisition Corp,IPO,Live,United States,2018-10-04,10.00,0.00,0.00,0.00,220.00 ,57.50,277.50,Nasdaq,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co|Chardan Capital Markets LLC|I-Bankers Securities Inc,United States Of America (North America)
154085210498,2018-10-04,Ofs Credit Co Inc,IPO,Live,United States,2018-10-04,20.00,17.60,19.00,18.70,50.00 ,NA,NA,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,4.50,North America,Americas,Financials,Collective Investments,Ladenburg Thalmann & Co|B Riley & Company|National Securities Corp (US)|Maxim Group LLC|Newbridge Securities,United States Of America (North America)
154085187939,2018-10-03,Guardant Health Inc,IPO,Live,United States,2018-10-03,19.00,29.20,31.60,34.23,273.13 ,1350.09,1623.21,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities Ltd (United Kingdom)|Merrill Lynch Pierce Fenner & Smith|Cowen & Co|Leerink Partners LLC|William Blair & Co,United States Of America (North America)
154085188853,2018-10-03,Kodiak Sciences Inc,IPO,Live,United States,2018-10-03,10.00,10.43,9.90,9.99,94.00 ,79.64,173.64,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co|Merrill Lynch Pierce Fenner & Smith|Barclays|Chardan Capital Markets LLC,United States Of America (North America)
154085187783,2018-10-02,Upwork Inc,IPO,Live,United States,2018-10-02,15.00,20.96,20.00,19.20,215.57 ,1457.39,1588.08,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Technology,Software & IT Services,Citigroup Global Markets Inc|Jefferies LLC|RBC Capital Markets|Stifel Nicolaus & Co Inc|JMP Securities LLC,United States Of America (North America)
154085178988,2018-09-27,Gritstone Oncology Inc,IPO,Live,United States,2018-09-27,15.00,13.45,12.37,16.83,102.81 ,332.43,435.24,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|Cowen & Co|Barclays|BTIG LLC,United States Of America (North America)
154085153610,2018-09-26,Urovant Sciences Ltd,IPO,Live,United States,2018-09-26,14.00,12.00,13.98,11.38,144.17 ,280.35,424.52,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Jefferies LLC|Cowen & Co,United States Of America (North America)
154085154318,2018-09-26,Ra Medical Systems Inc,IPO,Live,United States,2018-09-26,17.00,18.20,13.90,10.77,76.25 ,139.47,215.72,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Healthcare Services & Equipment,Piper Jaffray Cos|Cantor Fitzgerald & Co|SunTrust Robinson Humphrey|Nomura Securities Co Ltd|Maxim Group LLC,United States Of America (North America)
154085182354,2018-09-26,Sutro Biopharma Inc,IPO,Live,United States,2018-09-26,15.00,15.00,14.66,13.85,85.01 ,247.35,332.35,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Cowen & Co|Piper Jaffray|JMP Securities LLC|Wedbush Securities,United States Of America (North America)
154085183240,2018-09-26,"ARVINAS HOLDING COMPANY, LLC",IPO,Live,United States,2018-09-26,16.00,16.87,15.40,16.11,123.20 ,394.54,517.74,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|Citigroup Global Markets Inc|Piper Jaffray Cos,United States Of America (North America)
154085133453,2018-09-25,SVMK Inc,IPO,Live,United States,2018-09-25,12.00,16.12,14.74,10.99,207.00 ,1246.70,1453.70,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Technology,Software & IT Services,JP Morgan Securities LLC|Allen & Co Inc|Merrill Lynch Pierce Fenner & Smith|Credit Suisse Securities (USA) LLC|UBS Securities Inc|Wells Fargo Securities LLC|SunTrust Robinson Humphrey|Foros Securities LLC|JMP Securities LLC|LionTree Advisors LLC|Code Advisors,United States Of America (North America)
154085175112,2018-09-25,Entasis Therapeutics Holdings Inc,IPO,Live,United States,2018-09-25,15.00,10.00,8.97,6.61,75.00 ,121.11,196.11,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"Credit Suisse Securities (USA) LLC|BMO Capital Markets|SunTrust Robinson Humphrey|Wedbush Securities, Inc.",United States Of America (North America)
154085184098,2018-09-25,Capital Bancorp Inc,IPO,Live,United States,2018-09-25,12.50,12.83,12.85,11.97,27.86 ,145.77,164.52,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,6.50,North America,Americas,Financials,Banking & Investment Services,Keefe Bruyette & Woods Inc|Stephens Inc|Sandler O'Neill Partners  L.P.|Hovde Group LLC,United States Of America (North America)
154085179733,2018-09-20,Y-MABS Therapeutics Inc,IPO,Live,United States,2018-09-20,16.00,26.97,26.56,21.50,110.40 ,427.99,538.39,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Bank of America Merrill Lynch|Cowen & Co|Canaccord Genuity|BTIG LLC,United States Of America (North America)
154085087136,2018-09-19,Eventbrite Inc,IPO,Live,United States,2018-09-19,23.00,34.25,36.65,29.06,264.50 ,1750.51,1750.51,New York Stock Exchange,Class A Common Shares,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|JP Morgan Securities LLC|Allen & Co Inc|RBC Capital Markets|SunTrust Robinson Humphrey|Stifel Nicolaus & Co Inc,United States Of America (North America)
154085158742,2018-09-19,Elanco Animal Health Inc,IPO,Live,United States,2018-09-06,24.00,34.10,36.19,31.80,1736.04 ,7038.96,8775.00,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,4.40,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|JP Morgan Securities LLC|Morgan Stanley & Co|Barclays|BNP Paribas Securities Corp|Citigroup Global Markets Inc|Credit Suisse Securities (USA) LLC|Deutsche Bank Securities Inc|Evercore Group|Cowen & Co|Merrill Lynch Pierce Fenner & Smith|Academy Securities Inc|Drexel Hamilton LLC|Mischler Financial Group Inc|Samuel A. Ramirez & Co.|Williams Capital Group LP,United States Of America (North America)
154085179634,2018-09-19,Bank7 Corp,IPO,Live,United States,2018-09-19,19.00,19.10,19.00,18.55,64.60 ,138.46,193.56,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,6.50,North America,Americas,Financials,Banking & Investment Services,Keefe Bruyette & Woods Inc|Stephens Inc|Sandler O'Neill Partners  L.P.,United States Of America (North America)
154085175001,2018-09-13,Principia Biopharma Inc,IPO,Live,United States,2018-09-13,17.00,27.99,27.23,25.09,122.19 ,280.13,402.32,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Merrill Lynch Pierce Fenner & Smith|Leerink Partners LLC|Wells Fargo Securities LLC|Robert W Baird & Co Inc,United States Of America (North America)
154085171114,2018-09-06,Gores Holdings Iii Inc,IPO,Live,United States,2018-08-29,10.00,10.16,10.22,10.21,400.00 ,107.81,507.81,Nasdaq,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Deutsche Bank Securities Inc,United States Of America (North America)
154085175958,2018-09-06,Churchill Capital Corp,IPO,Live,United States,2018-09-06,10.00,0.00,0.00,0.00,690.00 ,172.50,750.00,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|B Riley & Company,United States Of America (North America)
154085157582,2018-08-23,Megalith Financial Acquisition Corp,IPO,Live,United States,2018-08-23,10.00,0.00,0.00,0.00,169.29 ,43.13,187.50,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,6.00,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC|BTIG LLC|Northland Capital Markets|I-Bankers Securities Inc,United States Of America (North America)
154085142964,2018-08-21,Bionano Genomics Inc,IPO,Live,United States,2018-08-21,6.13,NA,NA,6.99,20.58 ,17.94,38.52,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Healthcare Services & Equipment,Roth Capital Partners Inc|Maxim Group LLC|LifeSci Capital LLC,United States Of America (North America)
154085157636,2018-08-21,Tenzing Acquisition Corp,IPO,Live,United States,2018-08-20,10.00,0.00,0.00,0.00,63.25 ,15.81,79.06,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.25,North America,Americas,Financials,Investment Holding Companies,Maxim Group LLC,United States Of America (North America)
154085156015,2018-08-13,Aridis Pharmaceuticals Inc,IPO,Live,United States,2018-08-06,13.00,12.97,12.92,12.40,28.51 ,76.57,105.08,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Cantor Fitzgerald & Co|Maxim Group LLC|Northland Securities Inc|Laidlaw & Co (UK) Ltd|Sea Port Group Securities LLC,United States Of America (North America)
154085150327,2018-08-09,Vaccinex Inc,IPO,Live,United States,2018-08-09,12.00,11.50,11.49,9.97,40.00 ,97.70,137.70,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Oppenheimer & Co Inc|BTIG LLC|Ladenburg Thalmann & Co,United States Of America (North America)
154085153613,2018-08-09,Mesa Air Group Inc,IPO,Live,United States,2018-08-09,12.00,NA,NA,NA,131.69 ,148.73,280.42,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Industrials,Transportation,Raymond James & Associates Inc|Bank of America Merrill Lynch|Cowen & Co|Stifel Nicolaus & Co Inc|Imperial Capital LLC,United States Of America (North America)
154085157399,2018-08-09,Spartan Energy Acquisition Corp,IPO,Live,United States,2018-08-09,10.00,0.00,0.00,0.00,552.00 ,138.00,690.00,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|Credit Suisse Securities (USA) LLC|RBC Capital Markets LLC|Jefferies LLC|Tudor Pickering Holt & Co LLC,United States Of America (North America)
154085158303,2018-08-08,"Amalgamated Bank New York, New York",IPO,Live,United States,2018-07-30,15.50,16.40,16.43,19.10,104.14 ,492.46,492.46,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,NA,North America,Americas,Financials,Banking & Investment Services,Barclays|JP Morgan Securities LLC|Keefe Bruyette & Woods Inc|Piper Jaffray Cos|Raymond James & Associates Inc|Sandler O'Neill Partners  L.P.,United States Of America (North America)
